cliente_id,cliente_externo_id,nombre,sitio_web_id,fecha_registro,codigo_cliente,tipo_cliente,segmento,email,telefono,activo
48,983,Raúl Jorge Peña Acosta,1,2025-10-05 04:19:11,CLI-000983,B2B,Regular,,,True
49,993,Ernesto Arturo Díaz Gutiérrez,1,2025-10-05 04:19:11,CLI-000993,B2B,Regular,,,True
50,1081,Rodrigo Arturo Díaz Ramos,1,2025-10-05 04:19:11,CLI-001081,B2B,Regular,,,True
51,1157,Rosa Cristina Alvarado Córdova,1,2025-10-05 04:19:11,CLI-001157,B2B,Regular,,,True
52,1162,Teresa Susana Chávez Ramos de Fuentes,1,2025-10-05 04:19:11,CLI-001162,B2B,Regular,,,True
53,1166,Rodrigo Orlando Aguilar Rojas,1,2025-10-05 04:19:11,CLI-001166,B2B,Regular,,,True
54,1169,Elisa Carolina Valencia Díaz,1,2025-10-05 04:19:11,CLI-001169,B2B,Regular,,,True
55,1180,Víctor Francisco Lara Figueroa,1,2025-10-05 04:19:11,CLI-001180,B2B,Regular,,,True
56,1210,Ricardo Eugenio Hernández Córdova,1,2025-10-05 04:19:11,CLI-001210,B2B,Regular,,,True
57,1264,Rosa Lorena Campos Navarro de Figueroa,1,2025-10-05 04:19:11,CLI-001264,B2B,Regular,,,True
58,1266,Fernanda Diana Guerrero Martínez de Castro,1,2025-10-05 04:19:11,CLI-001266,B2B,Regular,,,True
59,1268,Ernesto Alberto Rubio Herrera,1,2025-10-05 04:19:11,CLI-001268,B2B,Regular,,,True
60,1306,Cristina Raquel Delgado Castro,1,2025-10-05 04:19:11,CLI-001306,B2B,Regular,,,True
61,1335,Eduardo Enrique Ramos Castillo,1,2025-10-05 04:19:11,CLI-001335,B2B,Regular,,,True
62,1357,Rosa Gloria Gómez Salazar de Valencia,1,2025-10-05 04:19:11,CLI-001357,B2B,Regular,,,True
63,1360,Silvia Cecilia Martínez Contreras,1,2025-10-05 04:19:11,CLI-001360,B2B,Regular,,,True
64,1364,Elena Susana Carrillo Jiménez de Chávez,1,2025-10-05 04:19:11,CLI-001364,B2B,Regular,,,True
65,1391,Fernando Leonardo Serrano Herrera,1,2025-10-05 04:19:11,CLI-001391,B2B,Regular,,,True
66,1406,Enrique Pablo Cruz Torres,1,2025-10-05 04:19:11,CLI-001406,B2B,Regular,,,True
67,1408,Benjamín Andrés Herrera Reyes,1,2025-10-05 04:19:11,CLI-001408,B2B,Regular,,,True
68,1420,Benjamín Ramón Contreras Alvarado,1,2025-10-05 04:19:11,CLI-001420,B2B,Regular,,,True
69,1425,Raúl Alfredo Montes Cruz,1,2025-10-05 04:19:11,CLI-001425,B2B,Regular,,,True
70,1433,Pedro Leonardo Cabrera Córdova,1,2025-10-05 04:19:11,CLI-001433,B2B,Regular,,,True
71,1435,Francisco Salvador López Núñez,1,2025-10-05 04:19:11,CLI-001435,B2B,Regular,,,True
72,1483,Silvia Lorena Domínguez Núñez de Moreno,1,2025-10-05 04:19:11,CLI-001483,B2B,Regular,,,True
73,1484,Patricia Marlene Domínguez Núñez de Córdova,1,2025-10-05 04:19:11,CLI-001484,B2B,Regular,,,True
74,1492,Rafael Marcos Pérez Rojas,1,2025-10-05 04:19:11,CLI-001492,B2B,Regular,,,True
75,1544,Patricia Guadalupe Campos Núñez de Aguilar,1,2025-10-05 04:19:11,CLI-001544,B2B,Regular,,,True
76,1556,Carmen Lorena Córdova Molina,1,2025-10-05 04:19:11,CLI-001556,B2B,Regular,,,True
77,1609,Irma Guadalupe Valencia López de Molina,1,2025-10-05 04:19:11,CLI-001609,B2B,Regular,,,True
78,1622,Fernando Salvador Soto Domínguez,1,2025-10-05 04:19:11,CLI-001622,B2B,Regular,,,True
79,1623,Luz Susana Lara Campos,1,2025-10-05 04:19:11,CLI-001623,B2B,Regular,,,True
80,1642,Benjamín Marcos Herrera Figueroa,1,2025-10-05 04:19:11,CLI-001642,B2B,Regular,,,True
81,1652,Elisa Isabel Guerrero Silva de Medina,1,2025-10-05 04:19:11,CLI-001652,B2B,Regular,,,True
82,1656,Fernanda Fabiola Castro Molina,1,2025-10-05 04:19:11,CLI-001656,B2B,Regular,,,True
83,1660,Beatriz Lorena Ortiz Ríos,1,2025-10-05 04:19:11,CLI-001660,B2B,Regular,,,True
84,1674,Verónica Natalia Vargas Rubio,1,2025-10-05 04:19:11,CLI-001674,B2B,Regular,,,True
85,1686,Sergio Eduardo Rodríguez Martínez,1,2025-10-05 04:19:11,CLI-001686,B2B,Regular,,,True
86,1689,Armando Arturo Castro Jiménez,1,2025-10-05 04:19:11,CLI-001689,B2B,Regular,,,True
87,1702,Ricardo Enrique Moreno León,1,2025-10-05 04:19:11,CLI-001702,B2B,Regular,,,True
88,1706,Elena Miriam Molina Herrera,1,2025-10-05 04:19:11,CLI-001706,B2B,Regular,,,True
89,1724,Antonio Orlando León García,1,2025-10-05 04:19:11,CLI-001724,B2B,Regular,,,True
90,1756,Isabel Cristina Méndez Romero,1,2025-10-05 04:19:11,CLI-001756,B2B,Regular,,,True
91,1843,Jorge Ernesto Jiménez Méndez,1,2025-10-05 04:19:11,CLI-001843,B2B,Regular,,,True
92,1902,Ana Carolina Campos Peña,1,2025-10-05 04:19:11,CLI-001902,B2B,Regular,,,True
93,1903,Margarita Elena Martínez Rojas de Rivera,1,2025-10-05 04:19:11,CLI-001903,B2B,Regular,,,True
94,1913,Roberto Gerardo Jiménez Moreno,1,2025-10-05 04:19:11,CLI-001913,B2B,Regular,,,True
95,1929,Beatriz Paola Guerrero López,1,2025-10-05 04:19:11,CLI-001929,B2B,Regular,,,True
96,1963,Armando Javier Romero Flores,1,2025-10-05 04:19:11,CLI-001963,B2B,Regular,,,True
97,1978,Elisa Carolina Aguilar Ramírez de Romero,1,2025-10-05 04:19:11,CLI-001978,B2B,Regular,,,True
98,1996,Sandra Marlene Vargas Alvarado de Domínguez,1,2025-10-05 04:19:11,CLI-001996,B2B,Regular,,,True
99,2020,Mónica Raquel García Serrano de Jiménez,1,2025-10-05 04:19:11,CLI-002020,B2B,Regular,,,True
100,2032,Roberto Francisco Pacheco Acosta,1,2025-10-05 04:19:11,CLI-002032,B2B,Regular,,,True
101,2034,Carlos Javier Méndez Lara,1,2025-10-05 04:19:11,CLI-002034,B2B,Regular,,,True
102,2168,Silvia Carmen Rodríguez Díaz,1,2025-10-05 04:19:11,CLI-002168,B2B,Regular,,,True
103,2228,Carolina Miriam Torres Delgado,1,2025-10-05 04:19:11,CLI-002228,B2B,Regular,,,True
104,2236,Juan Ernesto Soto Ortiz,1,2025-10-05 04:19:11,CLI-002236,B2B,Regular,,,True
105,2248,Oscar Gerardo Figueroa Jiménez,1,2025-10-05 04:19:11,CLI-002248,B2B,Regular,,,True
106,2252,Patricia Yolanda Herrera Castillo,1,2025-10-05 04:19:11,CLI-002252,B2B,Regular,,,True
107,2265,Ernesto Alejandro Morales Vargas,1,2025-10-05 04:19:11,CLI-002265,B2B,Regular,,,True
108,2275,Carmen Sofía Molina Herrera de Serrano,1,2025-10-05 04:19:11,CLI-002275,B2B,Regular,,,True
109,2282,Isabel Carolina Serrano Domínguez de Romero,1,2025-10-05 04:19:11,CLI-002282,B2B,Regular,,,True
110,2314,Isabel Susana Castro Pérez de Mendoza,1,2025-10-05 04:19:11,CLI-002314,B2B,Regular,,,True
111,2350,Sergio Armando Ortiz González,1,2025-10-05 04:19:11,CLI-002350,B2B,Regular,,,True
112,2375,Ana Elizabeth Vega Silva de Pacheco,1,2025-10-05 04:19:11,CLI-002375,B2B,Regular,,,True
113,2379,Enrique Enrique León Montes,1,2025-10-05 04:19:11,CLI-002379,B2B,Regular,,,True
114,2398,Elisa Paola Carrillo Acosta de León,1,2025-10-05 04:19:11,CLI-002398,B2B,Regular,,,True
115,2436,Rafael Vicente Chávez Miranda,1,2025-10-05 04:19:11,CLI-002436,B2B,Regular,,,True
116,2450,Manuel Armando Serrano Méndez,1,2025-10-05 04:19:11,CLI-002450,B2B,Regular,,,True
117,2451,Silvia Cecilia García Alvarado de Delgado,1,2025-10-05 04:19:11,CLI-002451,B2B,Regular,,,True
118,2453,Mario Arturo Jiménez Vargas,1,2025-10-05 04:19:11,CLI-002453,B2B,Regular,,,True
119,2479,Rafael Arturo Lara Gutiérrez,1,2025-10-05 04:19:11,CLI-002479,B2B,Regular,,,True
120,2487,Andrea Natalia Ortiz Molina de Acosta,1,2025-10-05 04:19:11,CLI-002487,B2B,Regular,,,True
121,2504,Jaime Gerardo Chávez Ramos,1,2025-10-05 04:19:11,CLI-002504,B2B,Regular,,,True
122,2508,Víctor Salvador Vega Ríos,1,2025-10-05 04:19:11,CLI-002508,B2B,Regular,,,True
123,2541,Manuel Martín Silva Cruz,1,2025-10-05 04:19:11,CLI-002541,B2B,Regular,,,True
124,2545,Mauricio Enrique Ramírez Herrera,1,2025-10-05 04:19:11,CLI-002545,B2B,Regular,,,True
125,2551,Enrique Salvador Córdova Benítez,1,2025-10-05 04:19:11,CLI-002551,B2B,Regular,,,True
126,2564,Silvia Olga Ortiz Carrillo de Valencia,1,2025-10-05 04:19:11,CLI-002564,B2B,Regular,,,True
127,2585,Beatriz Liliana Díaz Montes,1,2025-10-05 04:19:11,CLI-002585,B2B,Regular,,,True
128,2607,Enrique Pablo Cruz Núñez,1,2025-10-05 04:19:11,CLI-002607,B2B,Regular,,,True
129,2672,Ricardo Javier Martínez Sánchez,1,2025-10-05 04:19:11,CLI-002672,B2B,Regular,,,True
130,2673,Enrique Ernesto Córdova Córdova,1,2025-10-05 04:19:11,CLI-002673,B2B,Regular,,,True
131,2719,Luz Diana Chávez Herrera de Medina,1,2025-10-05 04:19:11,CLI-002719,B2B,Regular,,,True
132,2727,Claudia Isabel Jiménez Silva de Silva,1,2025-10-05 04:19:11,CLI-002727,B2B,Regular,,,True
133,2732,Sergio Ramón Ortiz Castro,1,2025-10-05 04:19:11,CLI-002732,B2B,Regular,,,True
134,2754,Manuel Gerardo Núñez Figueroa,1,2025-10-05 04:19:11,CLI-002754,B2B,Regular,,,True
135,2765,Ana Fátima Fuentes Rojas de Aguilar,1,2025-10-05 04:19:11,CLI-002765,B2B,Regular,,,True
136,2769,Lucía Daniela Díaz Vega de Martínez,1,2025-10-05 04:19:11,CLI-002769,B2B,Regular,,,True
137,2778,Antonio Martín Molina Cabrera,1,2025-10-05 04:19:11,CLI-002778,B2B,Regular,,,True
138,2781,Diana Guadalupe Serrano Silva,1,2025-10-05 04:19:11,CLI-002781,B2B,Regular,,,True
139,2787,Verónica Josefina Díaz Alvarado,1,2025-10-05 04:19:11,CLI-002787,B2B,Regular,,,True
140,2798,Sergio Tomás Domínguez Martínez,1,2025-10-05 04:19:11,CLI-002798,B2B,Regular,,,True
141,2869,Juan Alfredo Castro Martínez,1,2025-10-05 04:19:11,CLI-002869,B2B,Regular,,,True
142,2916,Ernesto Julián Romero Cabrera,1,2025-10-05 04:19:11,CLI-002916,B2B,Regular,,,True
143,2926,Norma Fátima Vásquez Córdova de Gutiérrez,1,2025-10-05 04:19:11,CLI-002926,B2B,Regular,,,True
144,2977,Ricardo Alejandro Navarro Vargas,1,2025-10-05 04:19:11,CLI-002977,B2B,Regular,,,True
145,2981,Eduardo Alfredo Flores Moreno,1,2025-10-05 04:19:11,CLI-002981,B2B,Regular,,,True
146,3018,Claudia Olga Cabrera Valencia,1,2025-10-05 04:19:11,CLI-003018,B2B,Regular,,,True
147,3028,Eduardo Francisco Gutiérrez Miranda,1,2025-10-05 04:19:11,CLI-003028,B2B,Regular,,,True
148,3081,Ernesto Enrique Pacheco Acosta,1,2025-10-05 04:19:11,CLI-003081,B2B,Regular,,,True
149,3102,Patricia Fátima Silva Domínguez de Moreno,1,2025-10-05 04:19:11,CLI-003102,B2B,Regular,,,True
150,3134,Laura Liliana Méndez Castro de Pacheco,1,2025-10-05 04:19:11,CLI-003134,B2B,Regular,,,True
151,3144,Luz Olga Peña Flores,1,2025-10-05 04:19:11,CLI-003144,B2B,Regular,,,True
152,3147,Teresa Gabriela León Soto,1,2025-10-05 04:19:11,CLI-003147,B2B,Regular,,,True
153,3172,Fernanda Cecilia Vargas Guerrero de Ortiz,1,2025-10-05 04:19:11,CLI-003172,B2B,Regular,,,True
154,3179,Alberto Javier Montes Miranda,1,2025-10-05 04:19:11,CLI-003179,B2B,Regular,,,True
155,3214,Fernanda Guadalupe Flores Chávez,1,2025-10-05 04:19:11,CLI-003214,B2B,Regular,,,True
156,3242,Isabel Olga Flores Serrano,1,2025-10-05 04:19:11,CLI-003242,B2B,Regular,,,True
157,3249,Isabel Gloria Molina Domínguez,1,2025-10-05 04:19:11,CLI-003249,B2B,Regular,,,True
158,3261,Lucía Diana Rodríguez Montes de Gómez,1,2025-10-05 04:19:11,CLI-003261,B2B,Regular,,,True
159,3282,Ernesto Javier Medina Cabrera,1,2025-10-05 04:19:11,CLI-003282,B2B,Regular,,,True
160,3284,Enrique Ramón Castro Miranda,1,2025-10-05 04:19:11,CLI-003284,B2B,Regular,,,True
161,3313,Claudia Fátima Navarro Gutiérrez de Peña,1,2025-10-05 04:19:11,CLI-003313,B2B,Regular,,,True
162,3317,Jaime Alejandro Vásquez Pacheco,1,2025-10-05 04:19:11,CLI-003317,B2B,Regular,,,True
163,3356,Rafael Ramón Sánchez Medina,1,2025-10-05 04:19:11,CLI-003356,B2B,Regular,,,True
164,3424,Elena Cristina Peña Salazar de Díaz,1,2025-10-05 04:19:11,CLI-003424,B2B,Regular,,,True
165,3456,Francisco Marcos Lara Serrano,1,2025-10-05 04:19:11,CLI-003456,B2B,Regular,,,True
166,3484,Irma Gabriela Pacheco Montes de Reyes,1,2025-10-05 04:19:11,CLI-003484,B2B,Regular,,,True
167,3516,Luz Josefina Soto Delgado,1,2025-10-05 04:19:11,CLI-003516,B2B,Regular,,,True
168,3517,Mario Eduardo Herrera Rivera,1,2025-10-05 04:19:11,CLI-003517,B2B,Regular,,,True
169,3540,Carolina Diana Pérez Gutiérrez de Méndez,1,2025-10-05 04:19:11,CLI-003540,B2B,Regular,,,True
170,3624,Luis Vicente Vega Díaz,1,2025-10-05 04:19:11,CLI-003624,B2B,Regular,,,True
171,3679,Sandra Olga González Córdova de Córdova,1,2025-10-05 04:19:11,CLI-003679,B2B,Regular,,,True
172,3695,Fernando Salvador Romero Hernández,1,2025-10-05 04:19:11,CLI-003695,B2B,Regular,,,True
173,3710,Isabel Miriam Medina Ramos de Martínez,1,2025-10-05 04:19:11,CLI-003710,B2B,Regular,,,True
174,3733,Víctor Eduardo Rodríguez Castillo,1,2025-10-05 04:19:11,CLI-003733,B2B,Regular,,,True
175,3762,Andrea Liliana Miranda Acosta de Serrano,1,2025-10-05 04:19:11,CLI-003762,B2B,Regular,,,True
176,3820,Víctor Ernesto Martínez Contreras,1,2025-10-05 04:19:11,CLI-003820,B2B,Regular,,,True
177,3889,Alberto Andrés Silva Serrano,1,2025-10-05 04:19:11,CLI-003889,B2B,Regular,,,True
178,3898,Raúl Alejandro Acosta León,1,2025-10-05 04:19:11,CLI-003898,B2B,Regular,,,True
179,3912,Gabriela Fabiola Ortiz Delgado de Cabrera,1,2025-10-05 04:19:11,CLI-003912,B2B,Regular,,,True
180,3928,Norma Natalia Alvarado García de Mendoza,1,2025-10-05 04:19:11,CLI-003928,B2B,Regular,,,True
181,3937,Raúl Eugenio Guerrero Torres,1,2025-10-05 04:19:11,CLI-003937,B2B,Regular,,,True
182,3957,Miguel Tomás Pérez Gómez,1,2025-10-05 04:19:11,CLI-003957,B2B,Regular,,,True
183,3966,Pedro Andrés Miranda Moreno,1,2025-10-05 04:19:11,CLI-003966,B2B,Regular,,,True
184,3968,Francisco Salvador Cruz Rubio,1,2025-10-05 04:19:11,CLI-003968,B2B,Regular,,,True
185,3977,Benjamín Ignacio Córdova Cruz,1,2025-10-05 04:19:11,CLI-003977,B2B,Regular,,,True
186,4008,Carlos Iván Reyes Vega,1,2025-10-05 04:19:11,CLI-004008,B2B,Regular,,,True
187,4021,Mónica Sofía Sánchez Acosta de Cabrera,1,2025-10-05 04:19:11,CLI-004021,B2B,Regular,,,True
188,4041,Patricia Isabel Moreno Ortiz de Ríos,1,2025-10-05 04:19:11,CLI-004041,B2B,Regular,,,True
189,4052,Verónica Natalia Rojas Gutiérrez de Ramos,1,2025-10-05 04:19:11,CLI-004052,B2B,Regular,,,True
190,4053,Lucía Daniela Figueroa Salazar,1,2025-10-05 04:19:11,CLI-004053,B2B,Regular,,,True
191,4054,Raúl Francisco Guerrero Ramos,1,2025-10-05 04:19:11,CLI-004054,B2B,Regular,,,True
192,4072,Gabriela Carolina Soto Rivera,1,2025-10-05 04:19:11,CLI-004072,B2B,Regular,,,True
193,4078,Jorge Tomás Herrera Cabrera,1,2025-10-05 04:19:11,CLI-004078,B2B,Regular,,,True
194,4118,Carolina Fátima Vásquez Pacheco,1,2025-10-05 04:19:11,CLI-004118,B2B,Regular,,,True
195,4124,Ana Marlene Valencia Chávez de Domínguez,1,2025-10-05 04:19:11,CLI-004124,B2B,Regular,,,True
196,4136,Rosa Cecilia Contreras Acosta de Torres,1,2025-10-05 04:19:11,CLI-004136,B2B,Regular,,,True
197,4140,Elena Gabriela Núñez León,1,2025-10-05 04:19:11,CLI-004140,B2B,Regular,,,True
198,4208,Pedro Antonio Gutiérrez Domínguez,1,2025-10-05 04:19:11,CLI-004208,B2B,Regular,,,True
199,4238,Juan Eduardo Vásquez Aguilar,1,2025-10-05 04:19:11,CLI-004238,B2B,Regular,,,True
200,4241,Alberto Iván Ramírez León,1,2025-10-05 04:19:11,CLI-004241,B2B,Regular,,,True
201,4244,Ernesto Alejandro Peña Castro,1,2025-10-05 04:19:11,CLI-004244,B2B,Regular,,,True
202,4308,Raúl Alejandro Herrera Jiménez,1,2025-10-05 04:19:11,CLI-004308,B2B,Regular,,,True
203,4310,Antonio Pablo Romero Sánchez,1,2025-10-05 04:19:11,CLI-004310,B2B,Regular,,,True
204,4319,Andrea Lorena Salazar Núñez,1,2025-10-05 04:19:11,CLI-004319,B2B,Regular,,,True
205,4346,Luis Arturo García Carrillo,1,2025-10-05 04:19:11,CLI-004346,B2B,Regular,,,True
206,4379,Rosa Miriam Campos Alvarado de Martínez,1,2025-10-05 04:19:11,CLI-004379,B2B,Regular,,,True
207,4394,Luz Gloria Campos Contreras de López,1,2025-10-05 04:19:11,CLI-004394,B2B,Regular,,,True
208,4400,Rodrigo Iván Cruz Navarro,1,2025-10-05 04:19:11,CLI-004400,B2B,Regular,,,True
209,4441,Gabriela Fabiola Rivera Ramírez,1,2025-10-05 04:19:11,CLI-004441,B2B,Regular,,,True
210,4444,Francisco Gerardo Valencia Cabrera,1,2025-10-05 04:19:11,CLI-004444,B2B,Regular,,,True
211,4452,Cristina Paola Carrillo Pérez de Ortiz,1,2025-10-05 04:19:11,CLI-004452,B2B,Regular,,,True
212,4503,Lucía Susana Navarro López de Contreras,1,2025-10-05 04:19:11,CLI-004503,B2B,Regular,,,True
213,4508,Silvia Natalia Sánchez Aguilar de Ramos,1,2025-10-05 04:19:11,CLI-004508,B2B,Regular,,,True
214,4523,Rosa Marlene Delgado Vásquez de Gómez,1,2025-10-05 04:19:11,CLI-004523,B2B,Regular,,,True
215,4534,Carmen Elizabeth Jiménez Vásquez,1,2025-10-05 04:19:11,CLI-004534,B2B,Regular,,,True
216,4571,Rafael Eugenio Campos Guerrero,1,2025-10-05 04:19:11,CLI-004571,B2B,Regular,,,True
217,4575,Carlos Francisco Mendoza Alvarado,1,2025-10-05 04:19:11,CLI-004575,B2B,Regular,,,True
218,4592,Antonio Enrique Aguilar González,1,2025-10-05 04:19:11,CLI-004592,B2B,Regular,,,True
219,4608,Sergio Martín Torres Benítez,1,2025-10-05 04:19:11,CLI-004608,B2B,Regular,,,True
220,4629,Carolina Diana Rivera Vega,1,2025-10-05 04:19:11,CLI-004629,B2B,Regular,,,True
221,4699,Carmen Julia Navarro Fuentes de Navarro,1,2025-10-05 04:19:11,CLI-004699,B2B,Regular,,,True
222,4726,Juan Ernesto Gutiérrez Romero,1,2025-10-05 04:19:11,CLI-004726,B2B,Regular,,,True
223,4820,Norma Cecilia Pérez Vásquez de Castro,1,2025-10-05 04:19:11,CLI-004820,B2B,Regular,,,True
224,4839,Sandra Marlene Rojas Rivera de Figueroa,1,2025-10-05 04:19:11,CLI-004839,B2B,Regular,,,True
225,4881,Andrea Raquel Martínez Castro,1,2025-10-05 04:19:11,CLI-004881,B2B,Regular,,,True
226,4883,Mario Ignacio Domínguez Martínez,1,2025-10-05 04:19:11,CLI-004883,B2B,Regular,,,True
227,4899,Lucía Julia Rojas Salazar de Castillo,1,2025-10-05 04:19:11,CLI-004899,B2B,Regular,,,True
228,4913,Mauricio Martín Aguilar Mendoza,1,2025-10-05 04:19:11,CLI-004913,B2B,Regular,,,True
229,4956,Oscar Alfredo Alvarado Alvarado,1,2025-10-05 04:19:11,CLI-004956,B2B,Regular,,,True
230,4964,Sergio Emilio Díaz Domínguez,1,2025-10-05 04:19:11,CLI-004964,B2B,Regular,,,True
231,4969,Carolina Carolina Miranda Moreno de Rodríguez,1,2025-10-05 04:19:11,CLI-004969,B2B,Regular,,,True
232,5026,Fernando Eugenio Gutiérrez Montes,1,2025-10-05 04:19:11,CLI-005026,B2B,Regular,,,True
233,5157,María Raquel Miranda Rodríguez de Silva,1,2025-10-05 04:19:11,CLI-005157,B2B,Regular,,,True
234,5212,Oscar Gerardo Romero Moreno,1,2025-10-05 04:19:11,CLI-005212,B2B,Regular,,,True
235,5218,Laura Marlene Ramírez León,1,2025-10-05 04:19:11,CLI-005218,B2B,Regular,,,True
236,5222,Andrea Carmen Miranda Ortiz de Rojas,1,2025-10-05 04:19:11,CLI-005222,B2B,Regular,,,True
237,5228,Alberto Leonardo Córdova Medina,1,2025-10-05 04:19:11,CLI-005228,B2B,Regular,,,True
238,5254,Beatriz Olga Silva Pacheco de Jiménez,1,2025-10-05 04:19:11,CLI-005254,B2B,Regular,,,True
239,5256,Teresa Olga Alvarado Cruz de Lara,1,2025-10-05 04:19:11,CLI-005256,B2B,Regular,,,True
240,5264,Francisco Leonardo Torres Rivera,1,2025-10-05 04:19:11,CLI-005264,B2B,Regular,,,True
